,dia_semana,horario,mortos,causa_acidente,municipio,tipo_veiculo
297,segunda-feira,08:00:00,0,Reação tardia ou ineficiente do condutor,BALNEARIO CAMBORIU,Caminhão
298,segunda-feira,10:15:00,0,Acessar a via sem observar a presença dos outros veículos,PALHOCA,Caminhão-trator
299,segunda-feira,12:00:00,0,Reação tardia ou ineficiente do condutor,IMBITUBA,Caminhão
300,segunda-feira,19:15:00,0,Retorno proibido,NAVEGANTES,Caminhão-trator
301,terça-feira,12:15:00,0,Condutor deixou de manter distância do veículo da frente,VARGEAO,Caminhão
302,terça-feira,17:58:00,0,Acessar a via sem observar a presença dos outros veículos,CAPAO ALTO,Caminhão-trator
303,terça-feira,17:00:00,0,Ausência de reação do condutor,IMBITUBA,Caminhão-trator
304,terça-feira,22:30:00,0,Entrada inopinada do pedestre,BALNEARIO PICARRAS,Caminhão
305,terça-feira,22:30:00,0,Acessar a via sem observar a presença dos outros veículos,SANTA CECILIA,Caminhão
306,quarta-feira,08:35:00,0,Acessar a via sem observar a presença dos outros veículos,NOVA ERECHIM,Caminhão
307,quarta-feira,08:52:00,0,Ingestão de substâncias psicoativas pelo condutor,BLUMENAU,Caminhão-trator
308,quarta-feira,08:52:00,0,Ingestão de substâncias psicoativas pelo condutor,BLUMENAU,Caminhão-trator
309,quarta-feira,11:00:00,0,Condutor deixou de manter distância do veículo da frente,TUBARAO,Caminhão-trator
310,quarta-feira,13:32:00,0,Transitar na contramão,GUARAMIRIM,Caminhão-trator
311,quarta-feira,12:40:00,0,Ausência de reação do condutor,ITAPEMA,Caminhão
312,quarta-feira,17:50:00,0,Ultrapassagem Indevida,BIGUACU,Caminhão
313,quinta-feira,03:40:00,0,Ausência de reação do condutor,PAULO LOPES,Caminhão
314,domingo,23:00:00,0,Ingestão de álcool pelo condutor,SAO JOSE,Caminhão
315,quinta-feira,16:40:00,0,Reação tardia ou ineficiente do condutor,BIGUACU,Caminhão
316,quinta-feira,14:22:00,0,Condutor deixou de manter distância do veículo da frente,ITAJAI,Caminhão-trator
317,quinta-feira,14:22:00,0,Condutor deixou de manter distância do veículo da frente,ITAJAI,Caminhão
318,quinta-feira,13:20:00,0,Ausência de reação do condutor,ITAJAI,Caminhão
319,quinta-feira,20:10:00,0,Ultrapassagem Indevida,MAFRA,Caminhão
320,quinta-feira,21:45:00,0,Ausência de reação do condutor,BALNEARIO CAMBORIU,Caminhão-trator
321,sexta-feira,01:30:00,0,Ingestão de álcool pelo condutor,CUNHA PORA,Caminhão-trator
322,sexta-feira,11:45:00,0,Manobra de mudança de faixa,BALNEARIO CAMBORIU,Caminhão-trator
323,sexta-feira,10:20:00,0,Manobra de mudança de faixa,BLUMENAU,Caminhão
324,sexta-feira,16:30:00,0,Ultrapassagem Indevida,POUSO REDONDO,Caminhão-trator
325,sexta-feira,23:45:00,0,Ausência de reação do condutor,JOINVILLE,Caminhão
326,sexta-feira,23:45:00,0,Ausência de reação do condutor,JOINVILLE,Caminhão-trator
327,sábado,06:00:00,0,Condutor deixou de manter distância do veículo da frente,CORUPA,Caminhão
328,terça-feira,14:50:00,0,Curva acentuada,SAO JOAO DO SUL,Caminhão
329,sábado,09:58:00,0,Manobra de mudança de faixa,CHAPECO,Caminhão
330,sábado,14:25:00,0,Acessar a via sem observar a presença dos outros veículos,BLUMENAU,Caminhão-trator
331,domingo,13:00:00,0,Condutor deixou de manter distância do veículo da frente,PALHOCA,Caminhão-trator
332,domingo,16:00:00,0,Acessar a via sem observar a presença dos outros veículos,SAO BENTO DO SUL,Caminhão-trator
333,segunda-feira,21:25:00,0,Pedestre andava na pista,PORTO BELO,Caminhão-trator
334,segunda-feira,19:30:00,0,Ausência de reação do condutor,PONTE ALTA DO NORTE,Caminhão
335,terça-feira,07:40:00,0,Velocidade Incompatível,BIGUACU,Caminhão
336,terça-feira,07:30:00,0,Transitar na contramão,SAO CRISTOVAO DO SUL,Caminhão
337,terça-feira,10:50:00,0,Ausência de reação do condutor,BALNEARIO CAMBORIU,Caminhão
338,terça-feira,21:15:00,0,Manobra de mudança de faixa,BIGUACU,Caminhão
339,terça-feira,15:00:00,0,Pedestre cruzava a pista fora da faixa,BALNEARIO CAMBORIU,Caminhão-trator
340,terça-feira,16:15:00,0,Condutor deixou de manter distância do veículo da frente,BALNEARIO CAMBORIU,Caminhão-trator
341,terça-feira,19:40:00,0,Acessar a via sem observar a presença dos outros veículos,SANTA ROSA DO SUL,Caminhão
342,terça-feira,18:00:00,0,Acessar a via sem observar a presença dos outros veículos,BARRA VELHA,Caminhão
343,terça-feira,19:50:00,0,Condutor deixou de manter distância do veículo da frente,CHAPECO,Caminhão
344,terça-feira,21:35:00,0,Reação tardia ou ineficiente do condutor,ARAQUARI,Caminhão-trator
345,quarta-feira,07:23:00,0,Condutor deixou de manter distância do veículo da frente,BIGUACU,Caminhão-trator
346,quarta-feira,07:23:00,0,Condutor deixou de manter distância do veículo da frente,BIGUACU,Caminhão-trator
347,quarta-feira,09:00:00,0,Transitar na contramão,APIUNA,Caminhão
348,quarta-feira,12:00:00,0,Ultrapassagem Indevida,ERVAL VELHO,Caminhão-trator
349,quarta-feira,15:20:00,0,Condutor deixou de manter distância do veículo da frente,CUNHA PORA,Caminhão
350,quarta-feira,15:20:00,0,Condutor deixou de manter distância do veículo da frente,CUNHA PORA,Caminhão
351,quarta-feira,21:05:00,0,Reação tardia ou ineficiente do condutor,JOINVILLE,Caminhão-trator
352,quarta-feira,23:00:00,1,Restrição de visibilidade em curvas horizontais,SAO JOSE DO CERRITO,Caminhão
353,quarta-feira,23:00:00,0,Restrição de visibilidade em curvas horizontais,SAO JOSE DO CERRITO,Caminhão
354,quinta-feira,15:30:00,0,Acessar a via sem observar a presença dos outros veículos,ITAJAI,Caminhão-trator
355,quinta-feira,11:45:00,0,Condutor Dormindo,IRANI,Caminhão-trator
356,quinta-feira,11:45:00,0,Condutor Dormindo,IRANI,Caminhão-trator
357,quinta-feira,11:45:00,0,Condutor Dormindo,IRANI,Caminhão-trator
358,sexta-feira,08:00:00,0,Avarias e/ou desgaste excessivo no pneu,CURITIBANOS,Caminhão
359,sexta-feira,08:15:00,0,Reação tardia ou ineficiente do condutor,CURITIBANOS,Caminhão-trator
360,sexta-feira,16:30:00,0,Condutor deixou de manter distância do veículo da frente,ITAPEMA,Caminhão-trator
361,sexta-feira,16:30:00,0,Condutor deixou de manter distância do veículo da frente,ITAPEMA,Caminhão-trator
362,sexta-feira,11:00:00,0,Acessar a via sem observar a presença dos outros veículos,ITAJAI,Caminhão-trator
363,sexta-feira,03:00:00,0,Reação tardia ou ineficiente do condutor,AGUA DOCE,Caminhão-trator
364,sexta-feira,16:50:00,0,Velocidade Incompatível,XANXERE,Caminhão
365,sábado,01:40:00,0,Reação tardia ou ineficiente do condutor,BARRA VELHA,Caminhão-trator
366,sábado,03:00:00,0,Velocidade Incompatível,BLUMENAU,Caminhão-trator
367,sábado,05:40:00,0,Velocidade Incompatível,RODEIO,Caminhão-trator
368,sábado,18:20:00,0,Ingestão de álcool pelo condutor,LONTRAS,Caminhão
369,sábado,17:00:00,0,Condutor deixou de manter distância do veículo da frente,JAGUARUNA,Caminhão-trator
370,sábado,21:30:00,0,Ingestão de álcool pelo condutor,LONTRAS,Caminhão-trator
371,segunda-feira,02:30:00,0,Transitar na contramão,LAGES,Caminhão
372,segunda-feira,02:30:00,0,Transitar na contramão,LAGES,Caminhão
373,segunda-feira,02:30:00,0,Transitar na contramão,LAGES,Caminhão
374,segunda-feira,16:30:00,0,Condutor deixou de manter distância do veículo da frente,NAVEGANTES,Caminhão
375,segunda-feira,15:30:00,0,Demais falhas mecânicas ou elétricas,MAFRA,Caminhão
376,segunda-feira,15:30:00,0,Demais falhas mecânicas ou elétricas,MAFRA,Caminhão
377,segunda-feira,15:30:00,0,Demais falhas mecânicas ou elétricas,MAFRA,Caminhão
378,segunda-feira,21:40:00,0,Ausência de reação do condutor,ARAQUARI,Caminhão
379,segunda-feira,23:20:00,0,Condutor Dormindo,CAPAO ALTO,Caminhão-trator
380,segunda-feira,23:20:00,0,Condutor Dormindo,CAPAO ALTO,Caminhão
381,quarta-feira,23:20:00,0,Velocidade Incompatível,RIO DO SUL,Caminhão-trator
382,terça-feira,09:45:00,0,Desrespeitar a preferência no cruzamento,TROMBUDO CENTRAL,Caminhão-trator
383,terça-feira,09:45:00,0,Desrespeitar a preferência no cruzamento,TROMBUDO CENTRAL,Caminhão-trator
384,terça-feira,09:45:00,0,Desrespeitar a preferência no cruzamento,TROMBUDO CENTRAL,Caminhão
385,terça-feira,15:30:00,0,Condutor deixou de manter distância do veículo da frente,GARUVA,Caminhão-trator
386,terça-feira,15:30:00,0,Condutor deixou de manter distância do veículo da frente,GARUVA,Caminhão-trator
387,terça-feira,15:30:00,0,Condutor deixou de manter distância do veículo da frente,GARUVA,Caminhão
388,terça-feira,23:30:00,0,Velocidade Incompatível,JOINVILLE,Caminhão-trator
389,terça-feira,23:30:00,0,Velocidade Incompatível,JOINVILLE,Caminhão
390,quarta-feira,10:30:00,0,Manobra de mudança de faixa,PORTO BELO,Caminhão
391,quarta-feira,11:00:00,0,Velocidade Incompatível,BLUMENAU,Caminhão-trator
392,quarta-feira,14:45:00,0,Manobra de mudança de faixa,SAO JOSE,Caminhão-trator
393,quarta-feira,12:00:00,0,Problema com o freio,ARAQUARI,Caminhão-trator
394,quarta-feira,12:00:00,0,Problema com o freio,ARAQUARI,Caminhão-trator
395,sexta-feira,10:45:00,0,Trafegar com motocicleta (ou similar) entre as faixas,SAO JOSE,Caminhão-trator
396,quarta-feira,18:05:00,0,Transitar na contramão,SANTA CECILIA,Caminhão
397,quarta-feira,19:15:00,0,Ultrapassagem Indevida,AGUA DOCE,Caminhão-trator
398,quarta-feira,19:15:00,0,Ultrapassagem Indevida,AGUA DOCE,Caminhão-trator
399,quinta-feira,06:30:00,0,Acessar a via sem observar a presença dos outros veículos,PORTO BELO,Caminhão
400,quinta-feira,08:10:00,0,Manobra de mudança de faixa,PALHOCA,Caminhão-trator
401,quinta-feira,05:30:00,0,Ausência de reação do condutor,JOINVILLE,Caminhão-trator
402,quinta-feira,05:30:00,0,Ausência de reação do condutor,JOINVILLE,Caminhão-trator
403,quinta-feira,11:20:00,0,Ausência de reação do condutor,ITAJAI,Caminhão-trator
404,quinta-feira,12:20:00,0,Reação tardia ou ineficiente do condutor,ARAQUARI,Caminhão-trator
405,quinta-feira,20:00:00,0,Demais falhas mecânicas ou elétricas,ARAQUARI,Caminhão
406,sexta-feira,08:00:00,0,Condutor deixou de manter distância do veículo da frente,ITAJAI,Caminhão
407,sexta-feira,11:45:00,0,Condutor deixou de manter distância do veículo da frente,ITAJAI,Caminhão-trator
408,sexta-feira,15:15:00,0,Reação tardia ou ineficiente do condutor,SANGAO,Caminhão
409,sexta-feira,14:56:00,0,Ultrapassagem Indevida,JOACABA,Caminhão-trator
410,sábado,01:10:00,0,Ingestão de álcool pelo condutor,GARUVA,Caminhão
411,sexta-feira,10:15:00,0,Curva acentuada,IRINEOPOLIS,Caminhão-trator
412,sábado,09:50:00,0,Ausência de reação do condutor,PONTE ALTA,Caminhão
413,sábado,14:30:00,0,Manobra de mudança de faixa,INDAIAL,Caminhão-trator
414,sábado,18:10:00,0,Velocidade Incompatível,SANTA CECILIA,Caminhão-trator
415,sábado,22:20:00,0,Acessar a via sem observar a presença dos outros veículos,SANTA CECILIA,Caminhão-trator
416,domingo,17:00:00,0,Sinalização mal posicionada,SAO JOSE DO CEDRO,Caminhão-trator
417,domingo,16:40:00,0,Velocidade Incompatível,IBIRAMA,Caminhão-trator
418,segunda-feira,04:15:00,0,Acessar a via sem observar a presença dos outros veículos,PALHOCA,Caminhão
419,segunda-feira,07:50:00,0,Conversão proibida,SANTO AMARO DA IMPERATRIZ,Caminhão
420,segunda-feira,15:10:00,0,Acessar a via sem observar a presença dos outros veículos,CATANDUVAS,Caminhão-trator
421,segunda-feira,18:30:00,0,Desrespeitar a preferência no cruzamento,JARAGUA DO SUL,Caminhão
422,segunda-feira,17:15:00,0,Velocidade Incompatível,RIO DO SUL,Caminhão-trator
423,segunda-feira,18:35:00,0,Reação tardia ou ineficiente do condutor,CANOINHAS,Caminhão-trator
424,segunda-feira,19:20:00,0,Reação tardia ou ineficiente do condutor,SAO CRISTOVAO DO SUL,Caminhão-trator
425,terça-feira,06:00:00,0,Transitar na contramão,LAGES,Caminhão
426,terça-feira,09:20:00,0,Ausência de reação do condutor,BLUMENAU,Caminhão
427,sexta-feira,04:40:00,0,Transitar na contramão,CANOINHAS,Caminhão
428,sexta-feira,04:40:00,0,Transitar na contramão,CANOINHAS,Caminhão
429,sexta-feira,04:40:00,0,Transitar na contramão,CANOINHAS,Caminhão
430,sexta-feira,04:40:00,0,Transitar na contramão,CANOINHAS,Caminhão
431,terça-feira,18:35:00,0,Desrespeitar a preferência no cruzamento,MAFRA,Caminhão
432,sábado,00:55:00,0,Velocidade Incompatível,ARAQUARI,Caminhão-trator
433,quarta-feira,03:48:00,0,Avarias e/ou desgaste excessivo no pneu,ITAJAI,Caminhão-trator
434,quarta-feira,06:45:00,0,Acessar a via sem observar a presença dos outros veículos,CORUPA,Caminhão
435,quarta-feira,12:20:00,0,Reação tardia ou ineficiente do condutor,SAO JOSE,Caminhão
436,sábado,20:15:00,0,Ingestão de álcool pelo condutor,SAO JOSE DO CERRITO,Caminhão-trator
437,quarta-feira,15:22:00,0,Manobra de mudança de faixa,SAO JOSE,Caminhão
438,quarta-feira,15:50:00,0,Reação tardia ou ineficiente do condutor,LONTRAS,Caminhão-trator
439,quarta-feira,17:55:00,0,Acessar a via sem observar a presença dos outros veículos,ITAJAI,Caminhão-trator
440,quinta-feira,02:10:00,0,Acumulo de água sobre o pavimento,ITAJAI,Caminhão-trator
441,quinta-feira,16:10:00,0,Acumulo de óleo sobre o pavimento,RIO DO SUL,Caminhão
442,quinta-feira,15:50:00,0,Ausência de reação do condutor,TUBARAO,Caminhão
443,quinta-feira,15:50:00,0,Ausência de reação do condutor,TUBARAO,Caminhão-trator
444,quinta-feira,17:30:00,0,Manobra de mudança de faixa,ARAQUARI,Caminhão
445,quinta-feira,17:30:00,0,Manobra de mudança de faixa,ARAQUARI,Caminhão
446,quinta-feira,19:50:00,0,Velocidade Incompatível,AGUAS MORNAS,Caminhão
447,quinta-feira,21:15:00,0,Reação tardia ou ineficiente do condutor,ITAPEMA,Caminhão
448,sexta-feira,05:25:00,0,Reação tardia ou ineficiente do condutor,BLUMENAU,Caminhão
449,terça-feira,16:05:00,0,Acessar a via sem observar a presença dos outros veículos,LAGES,Caminhão-trator
450,sexta-feira,12:30:00,0,Reação tardia ou ineficiente do condutor,ARAQUARI,Caminhão-trator
451,sexta-feira,12:07:00,0,Acessar a via sem observar a presença dos outros veículos,BLUMENAU,Caminhão
452,sexta-feira,17:00:00,0,Condutor deixou de manter distância do veículo da frente,POUSO REDONDO,Caminhão
453,sexta-feira,16:15:00,0,Transitar na contramão,MONTE CASTELO,Caminhão-trator
454,sábado,01:20:00,0,Condutor Dormindo,ICARA,Caminhão
455,sábado,01:20:00,0,Condutor Dormindo,ICARA,Caminhão
456,sábado,08:00:00,0,Reação tardia ou ineficiente do condutor,PENHA,Caminhão-trator
457,sábado,21:20:00,0,Transitar na contramão,PINHALZINHO,Caminhão-trator
458,sábado,14:50:00,0,Ingestão de substâncias psicoativas pelo condutor,JOINVILLE,Caminhão-trator
459,sábado,14:50:00,0,Ingestão de substâncias psicoativas pelo condutor,JOINVILLE,Caminhão-trator
460,domingo,13:00:00,0,Demais falhas mecânicas ou elétricas,RANCHO QUEIMADO,Caminhão
461,domingo,11:40:00,0,Ausência de reação do condutor,JOINVILLE,Caminhão-trator
462,domingo,18:00:00,0,Ausência de reação do condutor,PENHA,Caminhão-trator
463,domingo,07:15:00,0,Velocidade Incompatível,VARGEM,Caminhão
464,domingo,20:20:00,0,Acessar a via sem observar a presença dos outros veículos,SAO CRISTOVAO DO SUL,Caminhão
465,segunda-feira,07:10:00,0,Reação tardia ou ineficiente do condutor,SANGAO,Caminhão-trator
466,segunda-feira,06:45:00,0,Ausência de reação do condutor,SANTA CECILIA,Caminhão
467,segunda-feira,06:45:00,0,Ausência de reação do condutor,SANTA CECILIA,Caminhão
468,segunda-feira,11:20:00,0,Ausência de reação do condutor,SAO MIGUEL DO OESTE,Caminhão
469,segunda-feira,07:40:00,0,Condutor deixou de manter distância do veículo da frente,MARAVILHA,Caminhão-trator
470,segunda-feira,07:40:00,0,Condutor deixou de manter distância do veículo da frente,MARAVILHA,Caminhão
471,terça-feira,07:17:00,0,Acessar a via sem observar a presença dos outros veículos,CORREIA PINTO,Caminhão-trator
472,terça-feira,05:00:00,0,Acessar a via sem observar a presença dos outros veículos,PONTE SERRADA,Caminhão
473,terça-feira,05:00:00,0,Acessar a via sem observar a presença dos outros veículos,PONTE SERRADA,Caminhão-trator
474,terça-feira,13:15:00,0,Reação tardia ou ineficiente do condutor,VARGEM BONITA,Caminhão-trator
475,terça-feira,13:15:00,0,Reação tardia ou ineficiente do condutor,VARGEM BONITA,Caminhão-trator
476,terça-feira,13:25:00,0,Reação tardia ou ineficiente do condutor,XAXIM,Caminhão-trator
477,quarta-feira,00:15:00,0,Ultrapassagem Indevida,INDAIAL,Caminhão
478,sábado,15:30:00,0,Ingestão de substâncias psicoativas pelo condutor,JOINVILLE,Caminhão-trator
479,sábado,15:30:00,0,Ingestão de substâncias psicoativas pelo condutor,JOINVILLE,Caminhão-trator
480,sábado,15:30:00,0,Ingestão de substâncias psicoativas pelo condutor,JOINVILLE,Caminhão-trator
481,quarta-feira,10:00:00,0,Condutor deixou de manter distância do veículo da frente,PALHOCA,Caminhão-trator
482,quarta-feira,10:00:00,0,Condutor deixou de manter distância do veículo da frente,PALHOCA,Caminhão-trator
483,quarta-feira,10:00:00,0,Condutor deixou de manter distância do veículo da frente,PALHOCA,Caminhão-trator
484,quarta-feira,10:00:00,0,Condutor deixou de manter distância do veículo da frente,PALHOCA,Caminhão-trator
485,quarta-feira,10:00:00,0,Condutor deixou de manter distância do veículo da frente,PALHOCA,Caminhão-trator
486,domingo,15:00:00,0,Acessar a via sem observar a presença dos outros veículos,LAGES,Caminhão
487,quarta-feira,16:20:00,0,Ausência de reação do condutor,SAO MIGUEL DO OESTE,Caminhão-trator
488,quarta-feira,15:55:00,0,Transitar na contramão,GUARAMIRIM,Caminhão
489,quarta-feira,11:30:00,0,Problema com o freio,SANTO AMARO DA IMPERATRIZ,Caminhão-trator
490,quarta-feira,13:40:00,0,Velocidade Incompatível,CAMPOS NOVOS,Caminhão
491,quarta-feira,18:45:00,0,Objeto estático sobre o leito carroçável,IRINEOPOLIS,Caminhão-trator
492,quinta-feira,07:50:00,0,Acessar a via sem observar a presença dos outros veículos,NAVEGANTES,Caminhão
493,quinta-feira,07:50:00,0,Acessar a via sem observar a presença dos outros veículos,NAVEGANTES,Caminhão
494,quinta-feira,07:50:00,0,Acessar a via sem observar a presença dos outros veículos,NAVEGANTES,Caminhão
495,quinta-feira,07:50:00,0,Acessar a via sem observar a presença dos outros veículos,NAVEGANTES,Caminhão
496,quinta-feira,11:20:00,0,Ultrapassagem Indevida,PALHOCA,Caminhão
497,quinta-feira,11:00:00,0,Reação tardia ou ineficiente do condutor,ARAQUARI,Caminhão-trator
498,quinta-feira,11:00:00,0,Reação tardia ou ineficiente do condutor,ARAQUARI,Caminhão
499,quinta-feira,14:10:00,0,Acessar a via sem observar a presença dos outros veículos,JOINVILLE,Caminhão-trator
500,quinta-feira,13:50:00,0,Acessar a via sem observar a presença dos outros veículos,LAGUNA,Caminhão-trator
501,quarta-feira,09:12:00,0,Velocidade Incompatível,SAO MIGUEL DO OESTE,Caminhão
502,quinta-feira,22:20:00,0,Acessar a via sem observar a presença dos outros veículos,RIO DO SUL,Caminhão
503,sexta-feira,06:45:00,0,Velocidade Incompatível,ITAJAI,Caminhão-trator
504,sexta-feira,10:45:00,0,Velocidade Incompatível,BRUNOPOLIS,Caminhão-trator
505,sexta-feira,10:45:00,0,Velocidade Incompatível,BRUNOPOLIS,Caminhão-trator
506,sexta-feira,14:45:00,0,Velocidade Incompatível,ITAJAI,Caminhão-trator
507,sexta-feira,23:40:00,0,Reação tardia ou ineficiente do condutor,BARRA VELHA,Caminhão
508,sábado,01:05:00,0,Reação tardia ou ineficiente do condutor,MAFRA,Caminhão
